seed,tick,n_active,n_changed,to_relay,from_relay,from_loiter,W_eq,W_best,welfare_gap_per_robot,efficiency,plateau_gain
85,450,12,6,4,2,1,105.421,116.217,0.0937,0.9063,0.0
85,600,12,8,4,1,1,98.933,106.775,0.0722,0.9278,0.0
85,800,10,5,3,0,0,55.318,62.265,0.1193,0.8807,0.0
85,1200,9,5,3,2,0,76.729,98.65,0.2795,0.7205,0.0
85,1600,6,2,1,1,0,135.805,143.45,0.0563,0.9437,0.0
85,2000,6,0,0,0,0,95.885,95.885,0.0,1.0,0.0
86,100,12,6,2,4,0,10.687,20.283,0.5191,0.4809,0.0
86,200,12,7,2,1,0,109.949,121.493,0.1035,0.8965,0.0
86,300,12,4,2,1,0,15.405,153.469,6.2275,-5.2275,0.0
86,450,12,6,4,1,1,97.141,113.559,0.1499,0.8501,0.0
86,600,10,3,1,0,0,60.877,64.055,0.0516,0.9484,0.0
86,800,8,1,1,0,0,54.282,59.707,0.0943,0.9057,0.0
86,1200,6,2,1,0,0,8.294,17.505,0.7468,0.2532,0.0
86,1600,6,3,2,1,0,17.924,23.581,0.2756,0.7244,0.0
86,2000,3,0,0,0,0,4.822,4.822,0.0,1.0,0.0
87,100,12,9,2,5,0,5.693,57.454,2.1412,-1.1412,0.0
87,200,12,8,4,3,0,150.691,161.835,0.0689,0.9311,0.0
87,300,12,7,4,1,1,1.147,65.065,6.1245,-5.1245,0.0
87,450,12,5,0,3,0,140.91,144.825,0.0259,0.9741,0.0
87,600,11,7,5,2,0,39.15,63.765,0.4099,0.5901,0.0
87,800,10,7,3,2,1,50.044,60.966,0.1931,0.8069,0.0
87,1200,8,3,1,1,0,48.707,53.11,0.0789,0.9211,0.0
87,1600,6,3,2,1,0,51.661,62.067,0.1805,0.8195,0.0
87,2000,6,4,1,2,0,13.715,17.941,0.28,0.72,0.0
88,100,12,6,1,5,0,3.072,49.07,2.7603,-1.7603,0.0
88,200,12,8,2,4,0,1.279,55.844,3.8433,-2.8433,0.0
88,300,12,7,2,2,1,42.129,99.631,0.9098,0.0902,0.0
88,450,12,6,1,2,0,59.301,107.533,0.7838,0.2162,0.0
88,600,11,4,1,2,0,-3.477,2.346,0.7798,0.2202,0.0
88,800,9,8,3,3,1,1.614,10.053,0.9142,0.0858,0.0
88,1200,4,2,1,0,0,5.138,7.17,0.3533,0.6467,0.0
88,1600,3,0,0,0,0,17.633,17.633,0.0,1.0,0.0
88,2000,3,3,1,1,0,2.283,3.045,0.3338,0.6662,0.0
89,100,12,9,4,3,0,5.456,73.567,5.0617,-4.0617,0.0
89,200,12,11,5,5,0,143.98,294.184,0.9661,0.0339,0.0
89,300,12,8,5,2,1,42.616,111.743,1.1863,-0.1863,0.0
89,450,12,8,4,2,0,88.402,106.613,0.1657,0.8343,0.0
89,600,10,7,3,1,1,46.22,57.26,0.1886,0.8114,0.0
89,800,7,6,3,1,0,44.964,54.585,0.173,0.827,0.0
89,1200,5,2,0,1,0,6.593,12.927,0.7551,0.2449,0.0
89,1600,4,3,0,2,0,10.842,13.839,0.2619,0.7381,0.0
89,2000,3,2,2,0,0,5.456,9.079,0.6641,0.3359,0.0
90,100,12,12,5,5,0,2.273,58.018,3.1255,-2.1255,0.0
90,200,12,7,3,2,1,297.593,353.224,0.1823,0.8177,0.0
90,300,12,7,5,1,1,47.429,155.631,1.7541,-0.7541,0.0
90,450,12,9,5,1,1,-5.24,14.49,2.0765,-1.0765,0.0
90,600,9,5,4,1,0,-3.003,4.585,0.9172,0.0828,0.0
90,800,7,4,1,1,0,-0.513,2.22,1.1107,-0.1107,0.0
90,1200,4,1,0,0,0,13.949,16.989,0.2133,0.7867,0.0
90,1600,3,2,1,1,0,3.218,12.87,2.721,-1.721,0.0
90,2000,3,3,0,2,0,9.909,22.181,1.2385,-0.2385,0.0
91,100,12,8,1,5,0,137.959,141.618,0.0245,0.9755,0.0
91,200,12,6,3,2,0,99.171,155.257,0.5313,0.4687,0.0
91,300,12,10,3,3,0,44.896,96.78,0.9146,0.0854,0.0
91,450,12,10,2,2,2,-4.949,49.348,3.8624,-2.8624,0.0
91,600,11,8,4,2,1,-2.66,51.004,5.1946,-4.1946,0.0
91,800,10,4,1,1,0,65.927,115.411,0.7215,0.2785,0.0
91,1200,7,5,2,1,0,34.431,75.091,1.1809,-0.1809,0.0
91,1600,4,0,0,0,0,26.012,26.012,0.0,1.0,0.0
91,2000,4,0,0,0,0,26.012,26.012,0.0,1.0,0.0
92,100,12,12,5,3,1,0.46,16.722,2.0028,-1.0028,0.0
92,200,12,6,4,0,1,4.777,21.37,1.4918,-0.4918,0.0
92,300,12,9,5,2,1,-4.005,14.172,2.4905,-1.4905,0.0
92,450,12,5,2,0,0,-8.562,1.277,1.0129,-0.0129,0.0
92,600,7,2,1,1,0,47.987,51.889,0.0749,0.9251,0.0
92,800,6,5,2,2,0,-1.007,0.257,0.3432,0.6568,0.0
92,1200,6,2,1,1,0,22.325,25.129,0.118,0.882,0.0
92,1600,4,3,1,0,0,7.656,11.035,0.4189,0.5811,0.0
92,2000,3,1,1,0,0,11.885,12.357,0.038,0.962,0.0
93,100,12,8,3,2,1,47.097,66.907,0.3341,0.6659,0.0
93,200,12,9,4,2,1,141.986,204.618,0.3902,0.6098,0.0
93,300,12,7,6,0,1,39.831,70.63,0.4841,0.5159,0.0
93,450,12,9,7,2,0,43.163,71.43,0.5105,0.4895,0.0
93,600,9,5,3,1,0,1.76,10.246,0.9247,0.0753,0.0
93,800,7,3,2,1,0,55.781,62.301,0.1064,0.8936,0.0
93,1200,5,1,1,0,0,59.979,100.379,0.6736,0.3264,0.0
93,1600,4,0,0,0,0,12.247,12.247,0.0,1.0,0.0
93,2000,3,2,1,0,0,10.185,15.185,0.491,0.509,0.0
94,100,12,7,4,3,0,96.964,113.168,0.1555,0.8445,0.0
94,200,12,6,2,3,0,53.625,63.687,0.1582,0.8418,0.0
94,300,12,8,4,1,2,49.589,107.492,0.9735,0.0265,0.0
94,450,12,9,3,1,0,-6.42,53.929,5.7115,-4.7115,0.00191
94,600,10,7,4,2,1,55.312,68.716,0.2175,0.7825,0.0
94,800,8,7,3,2,1,-3.62,12.42,2.2019,-1.2019,0.0
94,1200,6,3,1,1,0,26.221,30.729,0.1719,0.8281,0.0
94,1600,5,2,0,2,0,33.284,39.49,0.1779,0.8221,0.0
94,2000,4,0,0,0,0,48.416,48.416,0.0,1.0,0.0
95,100,12,10,3,4,0,4.603,94.858,5.1479,-4.1479,0.0
95,200,12,8,2,5,0,295.95,346.211,0.1663,0.8337,0.0
95,300,12,8,4,3,0,250.758,259.355,0.0336,0.9664,0.0
95,450,12,5,3,1,0,6.068,13.555,0.6632,0.3368,0.0
95,600,11,8,4,2,1,96.291,106.708,0.1007,0.8993,0.0
95,800,9,6,2,1,0,2.088,10.514,1.0464,-0.0464,0.0
95,1200,6,2,1,1,0,18.914,19.778,0.0457,0.9543,0.0
95,1600,3,2,1,0,0,17.026,25.542,0.5002,0.4998,0.0
95,2000,3,2,0,1,0,2.457,14.552,2.9808,-1.9808,0.0
96,100,12,10,1,6,0,45.686,57.194,0.1849,0.8151,0.0
96,200,12,9,1,6,0,98.527,108.779,0.0896,0.9104,0.0
96,300,12,7,3,3,0,100.072,152.38,0.469,0.531,0.0
96,450,12,8,2,3,0,46.542,62.336,0.291,0.709,0.0
96,600,12,7,3,0,1,44.914,60.061,0.2365,0.7635,0.0
96,800,9,3,2,0,0,61.296,71.243,0.155,0.845,0.0
96,1200,8,6,2,2,0,28.035,120.616,3.3023,-2.3023,0.0
96,1600,6,3,2,1,0,14.38,20.261,0.3064,0.6936,0.0
96,2000,5,2,0,2,0,32.59,61.952,0.901,0.099,0.0
97,100,12,8,2,5,0,1.801,103.334,7.5292,-6.5292,0.0
97,200,12,8,5,2,1,3.3,104.971,8.045,-7.045,0.0
97,300,12,8,5,1,1,-2.632,66.494,5.445,-4.445,0.0
97,450,12,10,5,2,1,102.165,112.54,0.0915,0.9085,0.0
97,600,8,6,3,2,0,102.459,112.936,0.0973,0.9027,0.0
97,800,7,4,2,2,0,2.29,105.382,10.5962,-9.5962,0.0
97,1200,5,3,1,1,0,6.929,18.907,1.1115,-0.1115,0.00134
97,1600,4,0,0,0,0,6.83,6.83,0.0,1.0,0.0
97,2000,3,2,0,2,0,17.709,32.0,0.807,0.193,0.0
98,100,12,11,3,7,0,98.466,111.828,0.1187,0.8813,0.0
98,200,12,10,4,4,0,-0.911,26.153,2.5631,-1.5631,0.0
98,300,12,9,5,0,0,-2.872,18.868,1.8058,-0.8058,0.0
98,450,11,7,6,0,0,-1.705,31.784,3.0175,-2.0175,0.0
98,600,11,6,4,2,0,44.143,123.895,1.1938,-0.1938,0.0
98,800,10,6,4,0,1,3.692,67.85,5.2305,-4.2305,0.0
98,1200,7,3,2,0,0,0.703,14.677,1.7883,-0.7883,0.0
98,1600,6,4,1,0,0,7.103,14.048,0.8944,0.1056,0.0
98,2000,6,3,0,0,0,19.01,20.031,0.0514,0.9486,0.0
99,100,12,10,4,6,0,2.206,18.985,0.8823,0.1177,0.0
99,200,12,11,6,2,1,48.081,153.058,1.7181,-0.7181,0.0
99,300,12,8,3,2,0,98.874,113.594,0.1354,0.8646,0.0
99,450,12,6,1,2,1,100.034,107.099,0.0669,0.9331,0.0
99,600,12,9,4,1,3,148.114,171.54,0.1429,0.8571,0.0
99,800,10,9,4,1,1,101.899,165.903,0.6167,0.3833,0.0
99,1200,5,1,0,0,0,108.812,109.881,0.0098,0.9902,0.0
99,1600,3,1,0,0,0,11.677,11.71,0.0029,0.9971,0.0
99,2000,3,0,0,0,0,16.372,16.372,0.0,1.0,0.0
