n_requested,n_actual,grid,cells_per_robot,seed,metric,value
10,10,90,810.0,24,dist_p90_ms,21.044
10,10,90,810.0,24,role_ms,2.232
10,10,90,810.0,24,alloc_ms,0.346
10,10,90,810.0,24,relay_cover_ms,0.121
10,10,90,810.0,24,explorer_move_ms,24.939
10,10,90,810.0,24,relay_move_ms,0.297
10,10,90,810.0,24,astar_explorer_ms,21.717
10,10,90,810.0,24,astar_relay_ms,0.031
10,10,90,810.0,24,other_ms,5.259
10,10,90,810.0,24,step_ms_per_robot,3.3195
10,10,90,810.0,24,ground_ms_per_robot,1.1447
10,10,90,810.0,24,role_ms_per_robot,0.2232
10,10,90,810.0,24,alloc_ms_per_robot,0.0346
10,10,90,810.0,24,relay_cover_ms_per_robot,0.0121
10,10,90,810.0,24,explorer_move_ms_per_robot,2.4939
10,10,90,810.0,24,relay_move_ms_per_robot,0.0297
10,10,90,810.0,25,steps_run,1500
10,10,90,810.0,25,survivors,9
10,10,90,810.0,25,final_cov,83.96
10,10,90,810.0,25,final_found,8
10,10,90,810.0,25,found_frac,0.889
10,10,90,810.0,25,deaths,5
10,10,90,810.0,25,hazard_deaths,1
10,10,90,810.0,25,battery_deaths,4
10,10,90,810.0,25,peak_relays,5
10,10,90,810.0,25,t_first_found,3
10,10,90,810.0,25,t_half_found,328
10,10,90,810.0,25,t_all_found,-1
10,10,90,810.0,25,completed,0
10,10,90,810.0,25,wall_s,36.2
10,10,90,810.0,25,step_mean_ms,24.162
10,10,90,810.0,25,step_p50_ms,20.736
10,10,90,810.0,25,step_p90_ms,35.402
10,10,90,810.0,25,step_max_ms,57.545
10,10,90,810.0,25,ground_mean_ms,10.434
10,10,90,810.0,25,ground_p90_ms,15.91
10,10,90,810.0,25,astar_sum_mean_ms,13.728
10,10,90,810.0,25,astar_max_mean_ms,4.411
10,10,90,810.0,25,astar_max_p90_ms,6.697
10,10,90,810.0,25,dist_mean_ms,14.845
10,10,90,810.0,25,dist_p90_ms,20.475
10,10,90,810.0,25,role_ms,1.507
10,10,90,810.0,25,alloc_ms,0.257
10,10,90,810.0,25,relay_cover_ms,0.073
